Case Name,Status,Progress,Summary,State,BillTrack50 Link,Last Activity Date,Representatives to Contact,Sponsors,Yea Votes,Nay Votes,Category
OK HB4245,Active,Crossed over,"This bill requires schools to classify all of their sports as being for ""males, men, or boys”, ""females, women, or girls”, or ""coed or mixed”. It bans athletes whose ""biological sex"" is male from participating in female, women, or girls sports. At the start of each school year, each student who competes on a school athletic team (or their legal guardian if the student is under 18) is required to sign an affidavit acknowledging their “biological sex” at birth. It there is any change in the status of the student’s “biological sex”, the student must notify the school within 30 days. This bill does not provide a definition for “biological sex” or a protocol for settling disputes. The requirements in this bill apply to athletic teams that are sponsored by a public school, a charter school, an institution in The Oklahoma State System of Higher Education, or a private school whose students compete against a public school. Students can sue the educational institution if they can claim they were harmed or lost some opportunity as a result of violations of this bill.",Oklahoma,https://legiscan.com/OK/bill/HB4245/2022,5/4/2022,,"Toni Hasenbeck, Kevin McDugle, Cynthia Roe",,,Sports
OK SB1100,Active,House Floor,"This bill prevents birth certificates from having any sex /gender designation other than male or female. A nonbinary or ""X"" designation is not allowed.",Oklahoma,https://legiscan.com/OK/bill/SB1100/2022,6/4/2022,,"Micheal Bergstrom, David Bullard, Jacob Merrick, Sheila Dills, Shane Jett, Julie Daniels, Dewayne Pemberton, Roland Pederson",,,Documents
OK SB1164,Active,Senate Committee,"This bill requires public and charter schools to designate all restrooms and changing rooms that accommodate multiple people as being for exclusive male use or exclusive female use. Students are only allowed in school bathrooms or changing rooms matching their sex assigned at birth. In this bill, sex is defined by the person’s anatomy at birth.",Oklahoma,https://legiscan.com/OK/bill/SB1164/2022,8/2/2022,"J.J. Dossett, Carri Hicks, Jo Anna Dossett, Adam Pugh, Dewayne Pemberton, Nathan Dahm, Marty Quinn, Tom Dugger, Brenda Stanley, Zack Taylor, Blake Stephens, Chris Kidd",Jacob Merrick,,,Bathrooms
OK SB1249,Active,Senate Committee,"This bill requires that all public restrooms and changing rooms that accommodate multiple people must be designated as being for exclusive male use or exclusive female use. People are only allowed in school bathrooms or changing rooms matching their sex assigned at birth. In this bill, sex is defined by the person’s anatomy at birth.",Oklahoma,https://legiscan.com/OK/bill/SB1249/2022,28/2/2022,"Michael Brooks, Kevin Matthews, Lonnie Paxton, Darrell Weaver, Mark Allen, Micheal Bergstrom, Bill Coleman, Nathan Dahm, Darcy Jech, Dave Rader, Cody Rogers",Jacob Merrick,,,Bathrooms
PA HB972,Active,Crossed over,"This bill requires schools to classify all of their sports as being for ""males, men, or boys”, ""females, women, or girls”, or ""coed or mixed”. It bans athletes whose ""biological sex"" is male from participating in female, women, or girls sports. According to this bill, “biological sex” is to be defined by “an individual’s reproductive organs, biology or genetics at birth”, which presumably means that determinations are to be made based on birth certificates. The requirements in this bill apply to public schools, including public institutions of higher education. Students can sue the educational institution if they can claim they were harmed or lost some opportunity as a result of violations of this bill. If any section of this bill is declared illegal or invalid, all other sections of the bill will remain in effect.",Pennsylvania,https://legiscan.com/PA/bill/HB972/2021,12/4/2022,"Curtis Sonney, Mark Longietti, Meghan Schroeder, Jesse Topper, Joshua Kail, Michael Puskaric, Barbara Gleim, Valerie Gaydos, Andrew Lewis, Tim Twardzik, Jason Ortitay, Mark Gillen, Milou Mackenzie, Craig Staats, David Hickernell, Rob Mercuri, Joseph Ciresi, Patty Kim, Michael Zabel, Edward Gainey, Summer Lee, Carol Hill-Evans, Maureen Madden, Mary Isaacson, Napoleon Nelson","Barbara Gleim, Stephanie Borowicz, Jim Cox, Lynda Schlegel Culver, Eric Davanzo, Carrie DelRosso, Russell Diamond, Mindy Fee, Jonathan Fritz, Valerie Gaydos, Mark Gillen, Keith Greiner, Joe Hamm, Susan Helm, Johnathan Hershey, David Hickernell, Richard Irvin, Mike Jones, Barry Jozwiak, Rob Kauffman, Dawn Keefer, Kate Klunk, Jerry Knowles, David Maloney, Daryl Metcalfe, David Millard, Brett Miller, Marci Mustello, Eric Nelson, Clint Owlett, Tracy Pennycuick, Tina Pickett, Kathy Rapp, Greg Rothman, David Rowe, Francis Ryan, Paul Schemel, Brian Smith, Curtis Sonney, Perry Stambaugh, Jeff Wheeland, Martina White, David H. Zimmerman",,,Sports
PA SB1191,Active,Senate Floor,"This bill requires schools to classify all of their sports as being for ""males, men, or boys”, ""females, women, or girls”, or ""coed or mixed”. It bans athletes whose ""biological sex"" is male from participating in female, women, or girls sports. No clarification of how this is to be determined is mentioned. The requirements in this bill apply to public schools, universities, and interscholastic organizations. Students can sue the educational institution if they can claim they were harmed or lost some opportunity as a result of violations of this bill. If any section of this bill is declared illegal or invalid, all other sections of the bill will remain in effect.",Pennsylvania,https://legiscan.com/PA/bill/SB1191/2021,11/4/2022,,"Judith Ward, Kristin Phillips-Hill, Michele Brooks, Doug Mastriano, John Gordner, Scott Hutchinson, Scott Martin, Kim Ward, Ryan Aument, Mario Scavello, Wayne Langerholc, Bob Mensch, Jake Corman III",,,Sports
RI S2501,Active,Introduced,"This bill requires schools to classify all of their sports as being for ""males, men, or boys”, ""females, women, or girls”, or ""coed or mixed”. It bans athletes whose ""biological sex"" is male from participating in female, women, or girls sports. According to this bill, “biological sex” is to be defined by internal and external reproductive anatomy, endogenously produced levels of testosterone, and genetic makeup. In the case of disputes, a licensed physician must make this determination based solely on these three factors. The requirements in this bill apply to interscholastic, intercollegiate, intramural, or club athletics that are sponsored by public schools, school districts, public institutions of higher education, or other higher education institutions that are members of a national collegiate-level athletic association. Students can sue the educational institution if they can claim they were harmed or lost some opportunity as a result of violations of this bill. If any section of this bill is declared illegal or invalid, all other sections of the bill will remain in effect.",Rhode Island,https://legiscan.com/RI/bill/S2501/2022,1/3/2022,,"Elaine J. Morgan, Frank Lombardo III",,,Sports
SC H4047,Active,House Committee,"This bill bans all medical care done for transition purposes for minors (under the age of 18). It mandates that no person shall be allowed to provide, prescribe, dispense, administer, or refer treatments to patients under 18 for any transition-related care. This ban includes puberty blockers, surgeries, and hormone replacement therapy. The bill also specifically allows for ""corrective"" procedures for intersex traits. Violations are considered felonies and can carry prison sentences up to 20 years. Furthermore, this bill requires any public or private school employee to inform the legal guardians of a minor if that minor’s gender identity does not match their sex assigned at birth. It also mandates that school employees are not allowed to encourage any minor to keep their gender identity private rather than telling their legal guardians. If any given section of this bill is found to be illegal, the rest of the bill remains in effect.",South Carolina,https://legiscan.com/SC/bill/H4047/2021,25/1/2022,"Neal Collins, Bruce Bryant, Jason Elliott, John King, Max Hyde, John McCravy, Brandon Newton, Jonathon Hill","Bruce Bannister, Mike Burns, William Chumley, Cal Forrest, Patrick Haddon, Davey Hiott, Max Hyde, Stewart Jones, Steven Long, R. Josiah Magnuson, John McCravy, Garry Smith, Ashley Trantham",,,Health Care
SC HB4608,Active,Senate Committee,"This bill requires schools to classify all of their sports as being for ""males, men, or boys”, ""females, women, or girls”, or ""coed or mixed”. It bans athletes whose sex assigned at birth is male from participating in female, women, or girls sports. In this bill, the sex listed on the student's official birth certificate is considered to correctly state the student's “biological sex” if the certificate was filed at or near the time of the student's birth. The requirements in this bill apply to public secondary and postsecondary schools. Students can sue the educational institution if they can claim they were harmed or lost some opportunity as a result of violations of this bill.",South Carolina,https://legiscan.com/SC/bill/H4608/2021,6/4/2022,,"Ashley Trantham, Garry Smith, Sandy McGarry, Mike Burns, Bobby Cox, John McCravy, Jonathon Hill, William Whitmire, Patrick Haddon, Bruce Bannister, R. Josiah Magnuson, Steven Long, Mark Willis, Adam Morgan, Bruce Bryant, Steve Moss, Roger Nutt, Travis Moore, Cal Forrest, Anne Thayer, W. Brian White, Cezar McKnight , F. Lucas Atkinson , Nathan Ballentine , Christopher Wooten , Chip Huggins , William Chumley, Davey Hiott",,,Sports
SC S0531,Active,Senate Floor,"Divides sports by male, female, and coed, with none of a different sex allowed into another. Specifically no trans women in women's sports.
Does not define biological sex nor how disputes are to be managed.
Protects institutions from action based on enforcement of this policy.
Civil suits may only be filed for damages of not enforcing this correctly.
All parts of bill are severable and thus must be struck down individually.",South Carolina,https://legiscan.com/SC/bill/S0531/2021,30/3/2022,"Greg Hembree, Luke Rankin, Darrell Jackson, Gerald Malloy, Tom Young, Rex Rice, A. Shane Massey, John Scott, Dwight Loftis, Nikki Setzler, Harvey Peeler, Lawrence Grooms, C. Bradley Hutto, Ross Turner, Scott Talley, Richard Cash, Karl Allen","Richard Cash, Brian Addams, D. Wes Climer, Ronnie Cromer, Michael Gambrell, Billy Garrett, Stephen Goldfinch, Lawrence Grooms, Penry Gustafson, Greg Hembree, Dwight Loftis, A. Shane Massey, Rex Rice, Katrina Frye Shealy, Scott Talley, Ross Turner, Daniel Verdin, Tom Young",,,Sports
TN HB0578,Active,House Committee,"This bill bans all medical care done for transition purposes for minors (under the age of 18) unless their legal guardians have given signed permission as well as two letters from two different physicians, one of which must be certified in child and adolescent psychiatry. This rule applies to puberty blockers, surgeries, and hormone replacement therapy. These treatments are completely banned for children who have not yet started puberty. The bill also specifically allows for ""corrective"" procedures for intersex traits. Other exceptions include injuries, illness, or when there is an imminent danger of death without treatment. Violations are considered Class A misdemeanors as well as unprofessional conduct by a medical professional and subject to disciplinary action by the licensing authority.",Tennessee,https://legiscan.com/TN/bill/HB0578/2021,9/2/2022,"Bryan Terry, Clark Boyd, David Byrd, Darren Jernigan, Sabi Doc Kumar, Pat Marsh, Bob Ramsey, Paul Sherrell, Robin Smith, Mark Hall","John Ragan, Scott Cepicky, Bruce Griffey, Rusty Grills, Jerry Sexton, Paul Sherrell, Terri Lynn Weaver",,,Health Care
TN HB800,Active,House Floor,"This bill prohibits the state textbook and instructional materials quality commission from recommending or listing,instructional materials that promote, normalize, support, or address lesbian, gay, bi-sexual, or transgender issues or lifestyles. It does this by amending TCA Title 49.",Tennessee,https://legiscan.com/TN/bill/HB0800/2021,7/4/2022,,"Bruce Griffey, Todd Warner, Susan Lynn",,,Schools
TN HB2633,Active,House Committee,"This bill states that a public school may not require a teacher or other employee to use a pronoun in reference to a student other than the pronoun that corresponds to the student’s “biological sex”. It also states that employees cannot be penalized for refusing to use any pronouns in reference to a student other than the pronouns corresponding to the student’s “biological sex”. In this bill, the term “biological sex” is not defined, and there is no explanation for how it should be determined.",Tennessee,https://legiscan.com/TN/bill/HB2633/2021,19/4/2022,,Mark Cochran,,,Schools
TN HB2835,Active,House Committee,"This bill bans all medical care done for transition purposes for minors (under the age of 18). It mandates that no medical professional shall be allowed to provide, prescribe, or refer treatments to patients under 18 for any transition-related care. This ban includes puberty blockers, surgeries, and hormone replacement therapy. The bill also specifically allows for ""corrective"" procedures for intersex traits. Violations are considered unprofessional conduct by a medical professional and subject to disciplinary action as well as fines up to $1000 per violation. This bill also prevents state funds from being used either directly or indirectly for any transition-related medical care. State funds may also not be given to insurance companies that cover transition-related medical care. Furthermore, this bill requires any court employee or employee of an educational institution or a child services agency to inform, in writing, the legal guardians of a minor if that minor’s gender identity does not match their sex assigned at birth. It also mandates that such employees are not allowed to encourage any minor to keep their gender identity private rather than telling their legal guardians. If any given section of this bill is found to be illegal, the rest of the bill remains in effect.",Tennessee,https://legiscan.com/TN/bill/HB2835/2021,22/3/2022,"Bryan Terry, Clark Boyd, David Byrd, Darren Jernigan, Sabi Doc Kumar, Pat Marsh, Bob Ramsey, Paul Sherrell, Robin Smith, Mark Hall","John Ragan, Terri Lynn Weaver, Todd Warner, Bud Hulsey, Tim Rudd, Scott Cepicky, Rebecca Alexander, Kirk Haston, Bruce Griffey, Mike Sparks, Iris Rudder, Jerry Sexton, John Crawford, Scotty Campbell, Paul Sherrell",,,Health Care
TN SB1862,Active,Senate Committee,"This bill bans students whose ""biological sex"" is male from participating in female, women, or girls sports. According to this bill, “biological sex” is to be determined by the student’s birth certificate. This bill further requires that “if a birth certificate provided by a student is not the student's original birth certificate issued at or near the time of birth or does not indicate the student's sex, then the student must provide other evidence indicating the student's sex”. There is no explanation of what “other evidence” would be deemed acceptable. The requirements in this bill apply to intercollegiate or intramural athletic teams or sports that are sponsored, sanctioned, or operated by a public institution of higher education or by a private institution of higher education whose sports teams compete against public institutions. Students can sue the educational institution if they can claim they were harmed or lost some opportunity as a result of violations of this bill.",Tennessee,https://legiscan.com/TN/bill/SB1862/2021,26/1/2022,"Raumesh Akbari, Brian Kelsey, Jon Lundberg, Mike Bell, Rusty Crowe, Ferrell Haile, Joey Hensley, Bill Powers, Dawn White",Joey Hensley,,,Sports
TN SB2153,Active,Crossed over,"This bill bans students whose ""biological sex"" is male from participating in female, women, or girls sports. According to this bill, “biological sex” is to be defined by the student’s birth certificate as long as that birth certificate was filed at or near the date of birth. If a student’s birth certificate was not issues at or near the date of birth, then that student will have to provide “other evidence indicating the student’s sex”. This bill does not explain what “other evidence” would be deemed acceptable. The requirements in this bill apply to public institutions of higher education and private institutions of higher education whose students or teams compete against public institutions of higher education. Students can sue the educational institution if they can claim they were harmed or lost some opportunity as a result of violations of this bill.",Tennessee,https://legiscan.com/TN/bill/SB2153/2021,13/4/2022,"Mark White, Chris Hurt, Charlie Baum, Michele Carringer, Glen Casada, Scott Cepicky, John Ray Clemmons, Mark Cochran, Tandy Darby, John Gillespie, Yusuf Hakeem, Kirk Haston, Justin Lafferty, Harold Love, Antonio Parkinson, John Ragan","Joey Hensley, Paul Bailey, Janice Bowling, Paul Rose, Dawn White, John Stevens",,,Sports
TN SB2153,Active,Senate Floor,"This bill bans students whose ""biological sex"" is male from participating in female, women, or girls sports. According to this bill, “biological sex” is to be defined by the student’s birth certificate as long as that birth certificate was filed at or near the date of birth. If a student’s birth certificate was not issues at or near the date of birth, then that student will have to provide “other evidence indicating the student’s sex”. This bill does not explain what “other evidence” would be deemed acceptable. The requirements in this bill apply to public institutions of higher education and private institutions of higher education whose students or teams compete against public institutions of higher education. Students can sue the educational institution if they can claim they were harmed or lost some opportunity as a result of violations of this bill.",Tennessee,https://legiscan.com/TN/bill/SB2153/2021,30/3/2022,,Joey Hensley,,,Sports
TN SB2696,Active,Senate Committee,"This bill bans all medical care done for transition purposes for minors (under the age of 18). It mandates that no medical professional shall be allowed to provide, prescribe, or refer treatments to patients under 18 for any transition-related care. This ban includes puberty blockers, surgeries, and hormone replacement therapy. The bill also specifically allows for ""corrective"" procedures for intersex traits. Violations are considered unprofessional conduct by a medical professional and subject to disciplinary action as well as fines up to $1000 per violation. This bill also prevents state funds from being used either directly or indirectly for any transition-related medical care. State funds may also not be given to insurance companies that cover transition-related medical care. Furthermore, this bill requires any court employee or employee of an educational institution or a child services agency to inform, in writing, the legal guardians of a minor if that minor’s gender identity does not match their sex assigned at birth. It also mandates that such employees are not allowed to encourage any minor to keep their gender identity private rather than telling their legal guardians. If any given section of this bill is found to be illegal, the rest of the bill remains in effect.",Tennessee,https://legiscan.com/TN/bill/SB2696/2021,9/3/2022,"Jeff Yarbro, Rusty Crowe, Ferrell Haile, Shane Reeves, Joey Hensley, Ed Jackson, Becky Duncan Massey, Art Swann, Bo Watson",Janice Bowling,,,Health Care
TN SB2777,Active,Senate Floor,"This bill states that a public school may not require a teacher or other employee to use a pronoun in reference to a student other than the pronoun that corresponds to the student’s “biological sex”. It also states that employees cannot be penalized for refusing to use any pronouns in reference to a student other than the pronouns corresponding to the student’s “biological sex”. In this bill, the term “biological sex” is not defined, and there is no explanation for how it should be determined.",Tennessee,https://legiscan.com/TN/bill/SB2777/2021,30/3/2022,,Mike Bell,,,Schools
AL HB322,Passed,Passed,"This bill states that public K-12 schools must require all multi-occupancy student restrooms, locker rooms, changing rooms, or shower rooms to be used exclusively by individuals based on their “biological sex”. In this bill, “biological sex” is defined as the sex listed on a person’s original birth certificate. Individuals may only enter a multi-occupancy restroom or changing area designated for use by the “opposite sex” under the following circumstances: for custodial purposes, for maintenance or inspections, to render medical assistance, to accompany a student needing assistance, to receive assistance, or when the restroom has been temporarily re-designated for use by their “biological sex”.",Alabama,https://legiscan.com/AL/bill/HB322/2022,7/4/2022,"Linda Coleman, Malika Sanders-Fortier, Jimmy Holley, Chris Elliott, Gregory Albritton, Tom Butler, Clyde Chambliss, Sam Givhan, Garlan Gudger, Arthur Orr, Daniel Roberts, Shay Shelnutt","Wes Allen, Scott Stadthagen, B. Craig Lipscomb, Debbie Wood, Jamie Kiel, Randall Shedd, Margie Wilcox, Ritchie Whorton, Rhett Marques, Jeff Sorrells, Matt Simpson, Proncey Robertson, Chip Brown, Tommy Hanes, David Standridge, Mike Holmes, Tracy Estes, Terri Collins, Corey Harbison, Allen Farley, Allen Treadaway, Wes Kitchens, Rodney Sullivan, Phillip Pettus, Kerry Rich, Edward Oliver, Steve Hurst, Brett Easterbrook, Russell Bedsole, K.L. Brown, Rex Reynolds, Jim Carns, Dickie Drake, Arnold Mooney, Rich Wingo, Bob Fincher, Will Dismukes, Lynn Greer, Danny Crawford, Harry Shiver, Chris Sells, Danny Garrett, Joe Faust, Andrew Sorrell, Mac McCutcheon, Shane Stringer",,,Bathrooms
AL HB391,Passed,Passed,"This bill states that schools may not allow students whose ""biological sex"" is male from participating on a female team in a sport. It also bans students whose “biological sex” is female from participating on a male team unless there is no female team for that sport. Furthermore, a public K-12 school may not participate in, sponsor, or provide coaching staff for interscholastic athletic events in Alabama if those events allow someone who is not a “biological male” to participate in athletic events designated for males, or allow someone who is not a “biological female” to participate in athletic events designated for females. This bill provides no explanation for how “biological sex” should be defined or determined. The requirements in this bill apply to public K-12 schools.",Alabama,https://www.billtrack50.com/billdetail/1310890,20/4/2021,,,,,
AL SB184,Passed,Passed,"This bill bans all medical care done for transition purposes for minors (under the age of 18). It mandates that no person shall be allowed to provide, prescribe, or refer treatments to patients under 18 for any transition-related care. This ban includes puberty blockers, surgeries, and hormone replacement therapy. The bill also specifically allows for ""corrective"" procedures for intersex traits. Violations are considered Class C felonies. Furthermore, this bill requires any public or private school employee to inform the legal guardians of a minor if that minor’s gender identity does not match their sex assigned at birth. It also mandates that school employees are not allowed to encourage any minor to keep their gender identity private rather than telling their legal guardians. If any given section of this bill is found to be illegal, the rest of the bill remains in effect.",Alabama,https://legiscan.com/AL/bill/SB184/2022,7/4/2022,,Shay Shelnutt,,,Health Care
AZ SB1138,Passed,Passed,"This bill bans surgeries done for transition purposes on minors (under the age of 18).  The bill also specifically allows for ""corrective"" procedures for intersex traits. Other exceptions include injuries, illness, or when there is an imminent danger of death without treatment. Violations are considered unprofessional conduct by a medical professional and subject to disciplinary action.",Arizona,https://legiscan.com/AZ/bill/SB1138/2022,24/3/2022,,Warren Petersen,,,Health Care
AZ SB1165,Passed,Passed,"This bill requires schools to classify all of their sports as being for ""males, men, or boys”, ""females, women, or girls”, or ""coed or mixed”. It bans athletes whose “biological sex” is male from participating in female, women, or girls sports, but it does not define the term “biological sex”. The requirements in this bill apply to public schools as well as private schools whose sports teams compete against those of public schools. Students can sue the educational institution if they can claim they were harmed or lost some opportunity as a result of violations of this bill.",Arizona,https://legiscan.com/AZ/bill/SB1165/2022,24/3/2022,,"Sine Kerr, Warren Petersen, Judy Burges, John Fillmore, Quang H. Nguyen, Sonny Borrelli, Vince Leach, Thomas Shope, Frank Carroll, Gail Griffin, Jacqueline Parker, David Gowan, David Livingston, Kelly Townsend, Joseph Chaplik, Steve Kaiser, Ben Toma, Rick Gray, J.D. Mesnard, Lupe Contreras, John Kavanagh, Michelle Udall",,,Sports
AR HB1570,Passed,Passed,"This bill bans all medical care done for transition purposes for minors (under the age of 18). It mandates that no physician or health care professional shall be allowed to provide, prescribe, or refer treatments to patients under 18 for any transition-related care. This ban includes puberty blockers, surgeries, and hormone replacement therapy. The bill also specifically allows for ""corrective"" procedures for intersex traits. Other exceptions include injuries, illness, or when there is an imminent danger of death without treatment. Violations are considered unprofessional conduct by a medical professional and subject to disciplinary action. This bill also prevents public funds from being given to any organization that provides trans health care to minors in any capacity, and it prevents health insurance companies from paying for trans health care treatments for any minor. It also declares that all money paid to or used for anyone’s gender transition may not be tax deductible.",Arkansas,https://www.billtrack50.com/billdetail/1329760,13/4/2021,,,,,
AR SB354,Passed,Passed,"This bill requires schools to classify all of their sports as being for ""males, men, or boys”, ""females, women, or girls”, or ""coed or mixed”. It bans athletes whose ""biological sex"" is male from participating in female, women, or girls sports. The bill provides no explanation for how “biological sex” should be defined or determined. The requirements in this bill apply to public elementary or secondary schools, open-enrollment public charter schools, public institutions of higher education, and private schools whose students compete against public schools in interscholastic athletics. Students can sue the educational institution if they can claim they were harmed or lost some opportunity as a result of violations of this bill.",Arkansas,https://www.billtrack50.com/billdetail/1325777,29/3/2021,,,,,
AR SB450,Passed,Passed,"This bill requires schools to classify all of their sports as being for ""males, men, or boys”, ""females, women, or girls”, or ""coed or mixed”. It bans athletes whose ""biological sex"" is male from participating in female, women, or girls sports. According to this bill, “biological sex” is to be defined as “a person's immutable biological sex as objectively determined by anatomy and genetics existing at the time of birth.” This presumably means that “biological sex” should be determined by birth certificates, but this is not stated explicitly. The requirements in this bill apply to any elementary school, high school, secondary school, or postsecondary school that is located in Arkansas and receives state funds; or any other school or institution that is located in Arkansas and whose students or teams compete in interscholastic, intercollegiate, intramural, or club athletic teams or sports against a state-funded school. ",Arkansas,https://www.billtrack50.com/billdetail/1335541,29/4/2021,,,,,
FL H1557,Passed,Passed,"This bill prohibits classroom discussions about sexual orientation or gender identity in primary grade levels or “in a manner that is not age-appropriate or developmentally appropriate for students”. The bill does not provide an explanation for how “appropriateness” of classroom discussions should be evaluated. This bill also requires school district personnel to encourage students to discuss any issues relating to their well-being with their parents or legal guardians. School employees must notify parents and involve them in all decisions regarding a student’s mental, emotional, or physical health or well-being. Parents can sue school districts for violations of this bill.",Florida,https://legiscan.com/FL/bill/H1557/2022,8/3/2022,,"J. David Borrero, Joseph Harding",,,Schools
FL S1028,Passed,Passed,"This is a very large educational bill that includes a section called “Fairness in Women’s Sports Act.” This section requires schools to classify all of their sports as being for ""males, men, or boys”, ""females, women, or girls”, or ""coed or mixed”. It bans athletes whose ""biological sex"" is male from participating in female, women, or girls sports. According to this bill, “biological sex” is to be determined by the student’s original birth certificate issued at or near the time of birth. The requirements in this bill apply to interscholastic, intercollegiate, intramural, or club athletic teams or sports that are sponsored by a public secondary school or public postsecondary institution. Students can sue the educational institution if they can claim they were harmed or lost some opportunity as a result of violations of this bill. ",Florida,https://www.billtrack50.com/billdetail/1299988,2/6/2021,,,,,
IA HF2416,Passed,Passed,"This bill requires schools to classify all of their sports as being for ""males, men, or boys”, ""females, women, or girls”, or ""coed or mixed”. It bans athletes whose ""biological sex"" is male from participating in female, women, or girls sports. According to this bill, “biological sex” is to be defined by the student’s official birth certificate or certificate issued upon adoption as long as it was issued at or near the time of the student’s birth. The requirements in this bill apply to interscholastic athletic teams, sports, or athletic events that are sponsored or sanctioned by an accredited nonpublic school, school district, or organization. Students can sue the educational institution if they can claim they were harmed or lost some opportunity as a result of violations of this bill.",Iowa,https://legiscan.com/IA/bill/HF2416/2021,3/3/2022,,"Henry Stone, Skyler Wheeler",,,
KY SB83,Passed,Passed,"This bill requires schools to classify all of their sports as being for ""males, men, or boys”, ""females, women, or girls”, or ""coed or mixed”. It bans athletes whose ""biological sex"" is male from participating in female, women, or girls sports. In this bill, “biological sex” is not defined in any way and there is no explanation for how it should be determined. The requirements in this bill apply to public schools, school districts, and all schools that participate in state-run interscholastic athletics. Students can sue the educational institution if they can claim they were harmed or lost some opportunity as a result of violations of this bill.",Kentucky,https://legiscan.com/KY/bill/SB83/2022,13/4/2022,"Lisa Willner, Attica Scott, Charles Miller, Jeffery Donohue, Tina Bojanowski, Regina Huff, Steve Riley, Richard White, Russell Webber, Killian Timoney, Felicia Rabourn, Melinda Gibbons Prunty, Bobby McCool, C. Ed Massey, Scott Lewis, Myron Dossett, Jennifer Decker, Kim Banta, Shane Baker, James Tipton","Robby Mills, Phillip Wheeler, Max Wise, Mike Wilson, Danny Carroll, Rick Girdler",,,Sports
MS SB2536,Passed,Passed,"This bill requires schools to classify all of their sports as being for ""males, men, or boys”, ""females, women, or girls”, or ""coed or mixed”. It bans athletes whose ""biological sex"" is male from participating in female, women, or girls sports. The bill provides no explanation for how “biological sex” should be defined or determined. The requirements in this bill apply to interscholastic or intramural athletic teams or sports that are sponsored by a public primary or secondary school or any school that is a member of the Mississippi High School Activities Association or public institution of higher education or any higher education institution that is a member of the NCAA, NAIA or NJCCA. Students can sue the educational institution if they can claim they were harmed or lost some opportunity as a result of violations of this bill. If any section of this bill is declared illegal or invalid, all other sections of the bill will remain in effect.",Mississippi,https://www.billtrack50.com/billdetail/1275985,11/3/2021,,,,,
MT HB112,Passed,Passed,"This bill requires schools to classify all of their sports as being for ""males, men, or boys”, ""females, women, or girls”, or ""coed or mixed”. It bans athletes whose ""biological sex"" is male from participating in female, women, or girls sports. There is no explanation given for how “biological sex” should be defined or determined. The requirements in this bill apply to interscholastic, intercollegiate, intramural, or club athletic teams or sports that are sponsored by a public elementary or high school, a public institution of higher education, or any school or institution whose students or teams compete against a public school or institution of higher education. Students can sue the educational institution if they can claim they were harmed or lost some opportunity as a result of violations of this bill. If any section of this bill is declared illegal or invalid, all other sections of the bill will remain in effect.",Montana,https://www.billtrack50.com/billdetail/1258817,7/5/2021,,,,,
MT SB215,Passed,Passed,"This bill mandates that the state or local government may not implement or apply any rule or law that may “substantially burden a person's right to the exercise of religion.” In this bill, “exercise of religion” includes “the ability to act or refuse to act in a manner substantially motivated by one's sincerely held religious belief, whether or not the exercise is compulsory or central to a larger system of religious belief.” The bill further states that people may sue the state or local government if they feel that their right to exercise their religion has been constrained in any way by the government.",Montana,https://www.billtrack50.com/billdetail/1310027,22/4/2021,,,,,
MT SB280,Passed,Passed,"This bill requires that for a person born in Montana to change the sex designation on their birth certificate, they must provide a certified copy of a court order stating that they underwent a surgical procedure to “change their sex”. There is no additional explanation given for what specific surgical procedures would fulfill this requirement.",Montana,https://www.billtrack50.com/billdetail/1318874,30/4/2021,,,,,
ND HB1298,Passed,Passed,"This bill states that schools may not knowingly allow a student whose “biological sex” is male to participate on a school-sponsored athletic team that is designated exclusively for females. The bill defines an individual's “biological sex” as based solely on their “reproductive biology and genetics at birth.” This presumably means that “biological sex” should be determined by birth certificates, but this is not stated explicitly. The requirements in this bill apply to public elementary and secondary schools.",North Dakota,https://www.billtrack50.com/billdetail/1265062,27/4/2021,,,,,
OK SB2,Passed,Passed,"This bill requires schools to classify all of their sports as being for ""males, men, or boys”, ""females, women, or girls”, or ""coed or mixed”. It bans athletes whose ""biological sex"" is male from participating in female, women, or girls sports. At the start of each school year, each student who competes on a school athletic team (or their legal guardian if the student is under 18) is required to sign an affidavit acknowledging their “biological sex” at birth. It there is any change in the status of the student’s “biological sex”, the student must notify the school within 30 days. This bill does not provide a definition for “biological sex” or a protocol for settling disputes. The requirements in this bill apply to athletic teams that are sponsored by a public school, a charter school, an institution in The Oklahoma State System of Higher Education, or a private school whose students compete against a public school. Students can sue the educational institution if they can claim they were harmed or lost some opportunity as a result of violations of this bill.",Oklahoma,https://legiscan.com/OK/bill/SB2/2022,28/3/2022,,"Micheal Bergstrom, Rhonda Baker, Kevin West, Nicole Miller, Sheila Dills, Gerrid Kendrix, Jay Steagall, Cynthia Roe, Dick Lowe, Marty Quinn, Casey Murdock, Shane Jett, David Bullard, Toni Hasenbeck, Tom Gann, Josh West, Robert Manger, Denise Crosswhite Hader, Eddy Dempsey, Marilyn Stark, Brad Boles, Justin Humphrey, Julie Daniels, Jacob Merrick, Warren Hamilton, Darrell Weaver, Todd Russ, Mark Lawson, Kevin McDugle, David Hardin, Rusty Cornwell, Steve Bashore, Chris Sneed, Max Wolfley, Nathan Dahm, Joe Newhouse, Blake Stephens, George Burns, Sean Roberts, Rick West, Jim Olsen, Jim Grego, Sherrie Conley, Tammy Townley, David Smith, Wendi Stearman, Rob Standridge, Roland Pederson, Cody Rogers, Zack Taylor, Dewayne Pemberton",,,Sports
